gene_biotype	gene_name	strand	chrom	gc_content	length
ENSG00000019186	protein_coding	CYP24A1	-	20	46.9448407037565	20540
ENSG00000019485	protein_coding	PRDM11	+	11	54.1645093369231	139304
ENSG00000019505	protein_coding	SYT13	-	11	50.4978471474704	46039
ENSG00000019549	protein_coding	SNAI2	-	8	43.5037273695421	4142
ENSG00000019582	protein_coding	CD74	-	5	57.1458431311073	12928
ENSG00000019991	protein_coding	HGF	-	7	39.1663690628029	71428
ENSG00000019995	protein_coding	ZRANB1	+	10	39.4141992995861	46066
ENSG00000020129	protein_coding	NCDN	+	1	62.2302942244824	9801
ENSG00000020181	protein_coding	ADGRA2	+	8	62.5027203482046	60705
ENSG00000020219	processed_pseudogene	CCT8L1P	+	7	57.1087216248507	1673
ENSG00000020256	protein_coding	ZFP64	-	20	53.9714764249099	152645
ENSG00000020426	protein_coding	MNAT1	+	14	38.7583688374924	235223
ENSG00000020577	protein_coding	SAMD4A	+	14	49.017926930738	227198
ENSG00000020633	protein_coding	RUNX3	-	1	60.1802844856103	65610
ENSG00000020922	protein_coding	MRE11	-	11	39.3710148060089	78315
ENSG00000021300	protein_coding	PLEKHB1	+	11	58.3876732840651	16641
ENSG00000021355	protein_coding	SERPINB1	-	6	47.2184531886024	9627
ENSG00000021461	protein_coding	CYP3A43	+	7	42.7025902423801	38089
ENSG00000021488	protein_coding	SLC7A9	-	19	52.7	39258
ENSG00000021574	protein_coding	SPAST	+	2	40.2676472361203	94081
ENSG00000021645	protein_coding	NRXN3	+	14	48.1653105463228	1697918
ENSG00000021762	protein_coding	OSBPL5	-	11	63.6363636363636	79632
ENSG00000021776	protein_coding	AQR	-	15	39.5315211104685	117960
ENSG00000021826	protein_coding	CPS1	+	2	43.4600927321643	201425
ENSG00000021852	protein_coding	C8B	-	1	47.635876188155	36933
ENSG00000022267	protein_coding	FHL1	+	X	49.4141227258711	64657
ENSG00000022277	protein_coding	RTF2	+	20	48.7273067565038	50864
ENSG00000022355	protein_coding	GABRA1	+	5	39.6687217783953	52918
ENSG00000022556	protein_coding	NLRP2	+	19	52.1228596250315	48012
ENSG00000022567	protein_coding	SLC45A4	-	8	58.632603406326	101139
ENSG00000022840	protein_coding	RNF10	+	12	50.8309349178349	44108
ENSG00000022976	protein_coding	ZNF839	+	14	53.4957719466481	25325
ENSG00000023041	protein_coding	ZDHHC6	-	10	40.8539892408496	23144
ENSG00000023171	protein_coding	GRAMD1B	+	11	51.7743822455419	269346
ENSG00000023191	protein_coding	RNH1	-	11	62.6482626751516	12788
ENSG00000023228	protein_coding	NDUFS1	-	2	42.9965132250907	44692
ENSG00000023287	protein_coding	RB1CC1	-	8	40.4103383959499	123385
ENSG00000023318	protein_coding	ERP44	-	9	38.7479201331115	119815
ENSG00000023330	protein_coding	ALAS1	+	3	51.9121951219512	16241
ENSG00000023445	protein_coding	BIRC3	+	11	36.6377455901334	21953
ENSG00000023516	protein_coding	AKAP11	+	13	37.2970247100353	51109
ENSG00000023572	protein_coding	GLRX2	-	1	37.3826076350774	15248
ENSG00000023608	protein_coding	SNAPC1	+	14	36.8684920940995	34008
ENSG00000023697	protein_coding	DERA	+	12	44.72569370896	126079
ENSG00000023734	protein_coding	STRAP	+	12	42.6166568222091	21091
ENSG00000023839	protein_coding	ABCC2	+	10	45.4562383612663	69954
ENSG00000023892	protein_coding	DEF6	+	6	60.5557329926541	23953
ENSG00000023902	protein_coding	PLEKHO1	+	1	55.7450025197379	15537
ENSG00000023909	protein_coding	GCLM	-	1	40.3780635234641	24257
ENSG00000024048	protein_coding	UBR2	+	6	42.2795935182642	129476
ENSG00000024422	protein_coding	EHD2	+	19	61.2756578041053	29712
ENSG00000024526	protein_coding	DEPDC1	-	1	34.8961867281856	23069
ENSG00000024862	protein_coding	CCDC28A	+	6	43.7048917401764	19550
ENSG00000025039	protein_coding	RRAGD	-	6	42.0411890027392	47657
ENSG00000025156	protein_coding	HSF2	+	6	40.0272062574392	33568
ENSG00000025293	protein_coding	PHF20	+	20	44.7719036452782	178396
ENSG00000025423	protein_coding	HSD17B6	+	12	48.3239958218593	35629
ENSG00000025434	protein_coding	NR1H3	+	11	58.9169464311779	20733
ENSG00000025708	protein_coding	TYMP	-	22	67.9314444224292	4280
ENSG00000025770	protein_coding	NCAPH2	+	22	61.4090669080486	16556
ENSG00000025772	protein_coding	TOMM34	-	20	52.3568170299037	18267
ENSG00000025796	protein_coding	SEC63	-	6	39.0479106076841	90452
ENSG00000025800	protein_coding	KPNA6	+	1	47.8538812785388	68507
ENSG00000026025	protein_coding	VIM	+	10	52.7528622475024	9352
ENSG00000026036	protein_coding	RTEL1-TNFRSF6B	+	20	64.4901936898526	39384
ENSG00000026103	protein_coding	FAS	+	10	41.6449412520981	26528
ENSG00000026297	protein_coding	RNASET2	-	6	50.9027564748674	35078
ENSG00000026508	protein_coding	CD44	+	11	46.7522477042166	93520
ENSG00000026559	protein_coding	KCNG1	-	20	61.3384484228474	19451
ENSG00000026652	protein_coding	AGPAT4	-	6	48.7066272337235	144094
ENSG00000026751	protein_coding	SLAMF7	+	1	45.4670607766125	15764
ENSG00000026950	protein_coding	BTN3A1	+	6	48.502277904328	12971
ENSG00000027001	protein_coding	MIPEP	-	13	47.3390970220941	159211
ENSG00000027075	protein_coding	PRKCH	+	14	49.1835147744946	363417
ENSG00000027644	protein_coding	INSRR	-	1	61.25	19054
ENSG00000027697	protein_coding	IFNGR1	-	6	39.9391929242676	21964
ENSG00000027847	protein_coding	B4GALT7	+	5	61.8377871542429	10198
ENSG00000027869	protein_coding	SH2D2A	-	1	61.0143934201508	10605
ENSG00000028116	protein_coding	VRK2	+	2	41.149836163241	252291
ENSG00000028137	protein_coding	TNFRSF1B	+	1	60.1505585235551	42237
ENSG00000028203	protein_coding	VEZT	+	12	41.7291250800346	85053
ENSG00000028277	protein_coding	POU2F2	-	19	58.9103988770616	110475
ENSG00000028310	protein_coding	BRD9	-	5	53.8792694121744	42510
ENSG00000028528	protein_coding	SNX1	+	15	47.1110028872578	51967
ENSG00000028839	protein_coding	TBPL1	+	6	42.0879449596171	38262
ENSG00000029153	protein_coding	ARNTL2	+	12	41.3997282081149	92435
ENSG00000029363	protein_coding	BCLAF1	-	6	38.2725318729205	33224
ENSG00000029364	protein_coding	SLC39A9	+	14	45.5553819715669	64375
ENSG00000029534	protein_coding	ANK1	-	8	57.9842900302115	243542
ENSG00000029559	protein_coding	IBSP	+	4	42.4666242848061	12881
ENSG00000029639	protein_coding	TFB1M	-	6	43.8120542581457	58359
ENSG00000029725	protein_coding	RABEP1	+	17	43.688155922039	104075
ENSG00000029993	protein_coding	HMGB3	+	X	46.4398235664776	10262
ENSG00000030066	protein_coding	NUP160	-	11	43.2463600980251	70468
ENSG00000030110	protein_coding	BAK1	-	6	58.6889775867363	7746
ENSG00000030304	protein_coding	MUSK	+	9	43.3327971690526	137779
ENSG00000030419	protein_coding	IKZF2	-	2	39.4420718237856	152736
ENSG00000030582	protein_coding	GRN	+	17	62.8906703845707	7860
ENSG00000031003	protein_coding	FAM13B	-	5	41.6421928536466	114001
ENSG00000031081	protein_coding	ARHGAP31	+	3	49.7666869547576	126331
ENSG00000031691	protein_coding	CENPQ	+	6	34.0034462952326	29737
ENSG00000031698	protein_coding	SARS1	+	1	50.7441439109616	24264
ENSG00000031823	protein_coding	RANBP3	-	19	57.6177469855439	62003
ENSG00000032219	protein_coding	ARID4A	+	14	38.8293248333816	75383
ENSG00000032389	protein_coding	EIPR1	-	2	54.2410865874363	188905
ENSG00000032444	protein_coding	PNPLA6	+	19	63.4628190899001	27760
ENSG00000032742	protein_coding	IFT88	+	13	38.6376981796829	124306
ENSG00000033011	protein_coding	ALG1	+	16	53.2710280373832	53677
ENSG00000033030	protein_coding	ZCCHC8	-	12	42.1098484848485	29474
ENSG00000033050	protein_coding	ABCF2	-	7	51.7171444023797	15721
ENSG00000033100	protein_coding	CHPF2	+	7	62.0681052762879	6338
ENSG00000033122	protein_coding	LRRC7	+	1	39.4398048398298	584023
ENSG00000033170	protein_coding	FUT8	+	14	44.1417542427643	333529
ENSG00000033178	protein_coding	UBA6	-	4	36.4869249237558	88503
ENSG00000033327	protein_coding	GAB2	-	11	54.2669147946298	203055
ENSG00000033627	protein_coding	ATP6V0A1	+	17	50.6630833375195	63738
ENSG00000033800	protein_coding	PIAS1	+	15	43.2327774654925	144294
ENSG00000033867	protein_coding	SLC4A7	-	3	40.0194234883459	111699
ENSG00000034053	protein_coding	APBA2	+	15	58.6482459704727	233832
ENSG00000034152	protein_coding	MAP2K3	+	17	59.9709133216987	30560
ENSG00000034239	protein_coding	EFCAB1	-	8	45.3928998803351	24522
ENSG00000034510	protein_coding	TMSB10	+	2	53.3622559652928	1015
ENSG00000034533	protein_coding	ASTE1	-	3	44.9008632957025	13774
ENSG00000034677	protein_coding	RNF19A	-	8	42.3613730667673	79158
ENSG00000034693	protein_coding	PEX3	+	6	38.6605783866058	39811
ENSG00000034713	protein_coding	GABARAPL2	+	16	44.8249619482496	11506
ENSG00000034971	protein_coding	MYOC	-	1	50.6673930809044	17271
ENSG00000035115	protein_coding	SH3YL1	-	2	42.807864780959	48668
ENSG00000035141	protein_coding	FAM136A	-	2	49.8799519807923	6115
ENSG00000035403	protein_coding	VCL	+	10	48.1219050686421	126170
ENSG00000035499	protein_coding	DEPDC1B	-	5	41.9783024888322	103278
ENSG00000035664	protein_coding	DAPK2	-	15	51.9343790960213	164997
ENSG00000035681	protein_coding	NSMAF	-	8	43.0040541876792	76345
ENSG00000035687	protein_coding	ADSS2	-	1	37.936655798789	43415
ENSG00000035720	protein_coding	STAP1	+	4	39.3606716176945	48610
ENSG00000035862	protein_coding	TIMP2	-	17	52.3222865590735	72410
ENSG00000035928	protein_coding	RFC1	-	4	41.3333998204847	78919
ENSG00000036054	protein_coding	TBC1D23	+	3	37.7291999339243	64259
ENSG00000036257	protein_coding	CUL3	-	2	37.5298126064736	115247
ENSG00000036448	protein_coding	MYOM2	+	8	51.3219190513643	120506
ENSG00000036473	protein_coding	OTC	+	X	42.1662322618013	68860
ENSG00000036530	protein_coding	CYP46A1	+	14	52.314146207276	43003
ENSG00000036549	protein_coding	ZZZ3	-	1	38.7429854096521	121003
ENSG00000036565	protein_coding	SLC18A1	-	8	50.5444327362136	38351
ENSG00000036672	protein_coding	USP2	-	11	56.2160169569625	26496
ENSG00000036828	protein_coding	CASR	+	3	49.6579767424185	107961
ENSG00000037042	protein_coding	TUBG2	+	17	56.8645219755324	7722
ENSG00000037241	protein_coding	RPL26L1	+	5	48.5129068462402	11042
ENSG00000037280	protein_coding	FLT4	-	5	62.4369022316684	48118
ENSG00000037474	protein_coding	NSUN2	-	5	46.6392574596649	34052
ENSG00000037637	protein_coding	FBXO42	-	1	47.0787016451756	105640
ENSG00000037749	protein_coding	MFAP3	+	5	41.7663351378572	181519
ENSG00000037757	protein_coding	MRI1	+	19	58.0945252352438	9760
ENSG00000037897	protein_coding	METTL1	-	12	54.2530260321671	3648
ENSG00000037965	protein_coding	HOXC8	+	12	49.6483243690525	3784
ENSG00000038002	protein_coding	AGA	-	4	43.66059180874	11663
ENSG00000038210	protein_coding	PI4K2B	+	4	38.1774387796066	118541
ENSG00000038219	protein_coding	BOD1L1	-	4	42.2806747679844	58987
ENSG00000038274	protein_coding	MAT2B	+	5	38.6201093815734	16240
ENSG00000038295	protein_coding	TLL1	+	4	43.9481195853573	231220
ENSG00000038358	protein_coding	EDC4	+	16	59.3967714528462	11447
ENSG00000038382	protein_coding	TRIO	+	5	52.2686780891486	388786
ENSG00000038427	protein_coding	VCAN	+	5	43.5409896945502	110685
ENSG00000038532	protein_coding	CLEC16A	+	16	53.4830754731799	237622
ENSG00000038945	protein_coding	MSR1	-	8	39.7342380548487	459612
ENSG00000039068	protein_coding	CDH1	+	16	50.2979623221838	98245
ENSG00000039123	protein_coding	MTREX	+	5	39.9076212471132	117590
ENSG00000039139	protein_coding	DNAH5	-	5	42.2381816746902	321490
ENSG00000039319	protein_coding	ZFYVE16	+	5	36.3976373463477	75366
ENSG00000039523	protein_coding	RIPOR1	+	16	60.7939097335508	28370
ENSG00000039537	protein_coding	C6	-	5	43.8159675236806	119322
ENSG00000039560	protein_coding	RAI14	+	5	45.7525327645722	176284
ENSG00000039600	protein_coding	SOX30	-	5	49.3803000652316	45801
ENSG00000039650	protein_coding	PNKP	-	19	63.1176308214046	18469
ENSG00000039987	protein_coding	BEST2	+	19	60.5782060785767	6756
ENSG00000040199	protein_coding	PHLPP2	-	16	46.0199974029347	86866
ENSG00000040275	protein_coding	SPDL1	+	5	41.4847161572052	21142
ENSG00000040341	protein_coding	STAU2	-	8	40.6043218731202	327339
ENSG00000040487	protein_coding	SLC66A1	+	1	62.317439862543	16974
ENSG00000040531	protein_coding	CTNS	+	17	55.5422937208095	26644
ENSG00000040608	protein_coding	RTN4R	-	22	66.0300690776107	41831
ENSG00000040633	protein_coding	PHF23	-	17	55.7678970486245	4693
ENSG00000040731	protein_coding	CDH10	-	5	41.7844031594171	157878
ENSG00000040933	protein_coding	INPP4A	+	2	50.0077756466746	149538
ENSG00000041353	protein_coding	RAB27B	+	18	37.0076877587226	177656
ENSG00000041357	protein_coding	PSMA4	+	15	41.6450441100156	12012
ENSG00000041515	protein_coding	MYO16	+	13	47.8076248499954	611853
ENSG00000041802	protein_coding	LSG1	-	3	46.6363176530096	31672
ENSG00000041880	protein_coding	PARP3	+	3	57.981703425289	6522
ENSG00000041982	protein_coding	TNC	-	9	53.6649965788951	98682
ENSG00000041988	protein_coding	THAP3	+	1	59.6944343397599	10720
ENSG00000042062	protein_coding	RIPOR3	-	20	58.7494724996483	105434
ENSG00000042088	protein_coding	TDP1	+	14	48.5482089316711	89825
ENSG00000042286	protein_coding	AIFM2	-	10	54.7813793799859	34711
ENSG00000042304	transcribed_unprocessed_pseudogene	C2orf83	-	2	43.4268572436916	38516
ENSG00000042317	protein_coding	SPATA7	+	14	43.78578098989	85426
ENSG00000042429	protein_coding	MED17	+	11	42.9597878376712	30736
ENSG00000042445	protein_coding	RETSAT	-	2	53.2850106867391	12576
ENSG00000042493	protein_coding	CAPG	-	2	59.4722653377992	23679
ENSG00000042753	protein_coding	AP2S1	-	19	57.2781812440796	12710
ENSG00000042781	protein_coding	USH2A	-	1	43.6412374758306	800557
ENSG00000042813	protein_coding	ZPBP	-	7	42.9739284136103	270908
ENSG00000042832	protein_coding	TG	+	8	53.6239618425003	267945
ENSG00000042980	protein_coding	ADAM28	+	8	40.7965845222655	64945
ENSG00000043039	protein_coding	BARX2	+	11	53.7379718726869	76431
ENSG00000043093	protein_coding	DCUN1D1	-	3	35.5061908230153	47879
ENSG00000043143	protein_coding	JADE2	+	5	58.4735589150915	58918
ENSG00000043355	protein_coding	ZIC2	+	13	61.420302760463	4981
ENSG00000043462	protein_coding	LCP2	-	5	45.2613580850024	51582
ENSG00000043514	protein_coding	TRIT1	-	1	44.8063547565657	45401
ENSG00000043591	protein_coding	ADRB1	+	10	58.7693320171109	3038
ENSG00000044012	protein_coding	GUCA2B	+	1	62.9139072847682	2410
ENSG00000044090	protein_coding	CUL7	-	6	59.1182060053212	16326
ENSG00000044115	protein_coding	CTNNA1	+	5	47.4910394265233	324067
ENSG00000044446	protein_coding	PHKA2	-	X	53.3714373986252	91816
ENSG00000044459	protein_coding	CNTLN	+	9	38.7459196842025	368941
ENSG00000044524	protein_coding	EPHA3	+	3	42.5284316318434	374513
ENSG00000044574	protein_coding	HSPA5	-	9	45.6079834426992	6529
ENSG00000046604	protein_coding	DSG2	+	18	39.4194248507868	50831
ENSG00000046647	protein_coding	GEMIN8	-	X	48.2217090069284	23167
ENSG00000046651	protein_coding	OFD1	+	X	41.6967487800576	43212
ENSG00000046653	protein_coding	GPM6B	-	X	43.6119235795631	167699
ENSG00000046774	protein_coding	MAGEC2	-	X	47.9939819458375	2948
ENSG00000046889	protein_coding	PREX2	+	8	40.3969200737447	284986
ENSG00000047056	protein_coding	WDR37	+	10	50.0430988040082	82846
ENSG00000047188	protein_coding	YTHDC2	+	5	38.3216288586874	81591
ENSG00000047230	protein_coding	CTPS2	-	X	44.1388292981919	124937
ENSG00000047249	protein_coding	ATP6V1H	-	8	44.1649844508702	128015
ENSG00000047315	protein_coding	POLR2B	+	4	42.2053060672943	53436
ENSG00000047346	protein_coding	FAM214A	-	15	39.7759373394967	128500
ENSG00000047365	protein_coding	ARAP2	-	4	39.29362044677	296293
ENSG00000047410	protein_coding	TPR	-	1	40.8332925815443	64041
ENSG00000047457	protein_coding	CP	-	3	40.1996293800539	59419
ENSG00000047578	protein_coding	KATNIP	+	16	54.3930163913835	230236
ENSG00000047579	protein_coding	DTNBP1	-	6	53.7012203298914	140251
ENSG00000047597	protein_coding	XK	+	X	41.6312330885195	46339
ENSG00000047617	protein_coding	ANO2	-	12	50.6322836598066	414363
ENSG00000047621	protein_coding	C12orf4	-	12	40.3174603174603	50773
ENSG00000047634	protein_coding	SCML1	+	X	36.7533663252388	17539
ENSG00000047644	protein_coding	WWC3	+	X	54.557604918471	129220
ENSG00000047648	protein_coding	ARHGAP6	-	X	51.4337706553961	548269
ENSG00000047662	protein_coding	FAM184B	-	4	49.5765859456247	152315
ENSG00000047849	protein_coding	MAP4	-	3	50.333654849314	238582
ENSG00000047932	protein_coding	GOPC	-	6	39.3639627757016	42273
ENSG00000047936	protein_coding	ROS1	-	6	41.7697833041589	138589
ENSG00000048028	protein_coding	USP28	-	11	44.51536039486	77696
ENSG00000048052	protein_coding	HDAC9	+	7	43.1341819073837	915467
ENSG00000048140	protein_coding	TSPAN17	+	5	58.8986784140969	11667
ENSG00000048162	protein_coding	NOP16	-	5	54.3178686265503	4989
ENSG00000048342	protein_coding	CC2D2A	+	4	44.9681244954205	131687
ENSG00000048392	protein_coding	RRM2B	-	8	39.0491641390985	34459
ENSG00000048405	protein_coding	ZNF800	-	7	41.7717717717718	85134
ENSG00000048462	protein_coding	TNFRSF17	+	16	42.9468599033816	2858
ENSG00000048471	protein_coding	SNX29	+	16	52.2857142857143	597553
ENSG00000048540	protein_coding	LMO3	-	12	38.3552445575346	62222
ENSG00000048544	protein_coding	MRPS10	-	6	41.4761904761905	11054
ENSG00000048545	protein_coding	GUCA1A	+	6	53.8989028213166	25932
ENSG00000048649	protein_coding	RSF1	-	11	40.1311101610375	160860
ENSG00000048707	protein_coding	VPS13D	+	1	46.7448777263714	282017
ENSG00000048740	protein_coding	CELF2	+	10	44.7589974293059	538278
ENSG00000048828	protein_coding	FAM120A	+	9	49.6054281289181	114427
ENSG00000048991	protein_coding	R3HDM1	+	2	45.1401916544136	193815
ENSG00000049089	protein_coding	COL9A2	-	1	66.114482532393	17324
ENSG00000049130	protein_coding	KITLG	-	12	36.7925859716799	88058
ENSG00000049167	protein_coding	ERCC8	-	5	39.5084481607006	78619
ENSG00000049192	protein_coding	ADAMTS6	-	5	42.9233144621719	333182
ENSG00000049239	protein_coding	H6PD	+	1	56.3596742745728	36563
ENSG00000049245	protein_coding	VAMP3	+	1	43.3059307105109	10136
ENSG00000049246	protein_coding	PER3	+	1	45.7543836031367	60886
ENSG00000049247	protein_coding	UTS2	-	1	41.385911179173	10429
ENSG00000049249	protein_coding	TNFRSF9	-	1	44.1460157293367	27294
ENSG00000049283	protein_coding	EPN3	+	17	63.3618286563836	11068
ENSG00000049323	protein_coding	LTBP1	+	2	47.8747982403393	452556
ENSG00000049449	protein_coding	RCN1	+	11	42.6097462746677	14648
ENSG00000049540	protein_coding	ELN	+	7	62.5467039672556	42118
ENSG00000049541	protein_coding	RFC2	-	7	52.6904761904762	22959
ENSG00000049618	protein_coding	ARID1B	+	6	50.1686696914072	434759
ENSG00000049656	protein_coding	CLPTM1L	-	5	54.4598968948567	27347
ENSG00000049759	protein_coding	NEDD4L	+	18	44.8165382138018	357314
ENSG00000049768	protein_coding	FOXP3	-	X	62.6045895120537	20039
ENSG00000049769	protein_coding	PPP1R3F	+	X	60.4722309381864	31668
ENSG00000049860	protein_coding	HEXB	+	5	42.5243680819428	82624
ENSG00000049883	protein_coding	PTCD2	+	5	42.3695509788225	48028
ENSG00000050030	protein_coding	NEXMIF	-	X	41.2450205125156	192616
ENSG00000050130	protein_coding	JKAMP	+	14	38.8639194238371	20967
ENSG00000050165	protein_coding	DKK3	-	11	51.4495257842798	53562
ENSG00000050327	protein_coding	ARHGEF5	+	7	56.4558332581431	25344
ENSG00000050344	protein_coding	NFE2L3	+	7	43.2453909726637	34939
ENSG00000050393	protein_coding	MCUR1	-	6	46.1927010986236	28011
ENSG00000050405	protein_coding	LIMA1	-	12	42.9571098536847	107758
ENSG00000050426	protein_coding	LETMD1	+	12	48.4081799382164	12462
ENSG00000050438	protein_coding	SLC4A8	+	12	46.7320454500699	124446
ENSG00000050555	protein_coding	LAMC3	+	9	60.4879123299741	85299
ENSG00000050628	protein_coding	PTGER3	-	1	51.5202138322753	195455
ENSG00000050730	protein_coding	TNIP3	-	4	42.8460600687133	96058
ENSG00000050748	protein_coding	MAPK9	-	5	43.6372728788131	58956
ENSG00000050767	protein_coding	COL23A1	-	5	62.5203465476503	352917
ENSG00000050820	protein_coding	BCAR1	-	16	65.2368330067996	39872
ENSG00000051009	protein_coding	FAM160A2	-	11	58.2337705739828	23366
ENSG00000051108	protein_coding	HERPUD1	+	16	48.0134107285829	12722
ENSG00000051128	protein_coding	HOMER3	-	19	64.0440123596352	12060
ENSG00000051180	protein_coding	RAD51	+	15	48.4632456789293	37566
ENSG00000051341	protein_coding	POLQ	-	3	41.4659197012138	114557
ENSG00000051382	protein_coding	PIK3CB	-	3	40.075161351815	182230
ENSG00000051523	protein_coding	CYBA	-	16	63.5823314872349	7765
